first_names,country,ISO numeric,rank,inverse_rank,probability
Zuzana,Czech Republic,203,29.0,96.0,0.012285641156897875
ÄestmÃ­r,Czech Republic,203,116.0,9.0,0.001151778858459176
Å tÄpÃ¡n,Czech Republic,203,68.0,57.0,0.0072945994369081136
Å Ã¡rka,Czech Republic,203,59.0,66.0,0.008446378295367289
Adam,Denmark,208,72.0,51.0,0.006702589039295571
Agnes,Denmark,208,61.0,62.0,0.008148245498751478
Aksel,Denmark,208,116.0,7.0,0.0009199632014719411
Alberte,Denmark,208,41.0,82.0,0.01077671178867131
Alexander,Denmark,208,20.0,103.0,0.013536601393087133
Alma,Denmark,208,53.0,70.0,0.00919963201471941
Amalie,Denmark,208,79.0,44.0,0.0057826258378236295
Anders,Denmark,208,92.0,31.0,0.004074122749375739
Andreas,Denmark,208,40.0,83.0,0.010908135103167302
Ane,Denmark,208,113.0,10.0,0.001314233144959916
Anna,Denmark,208,13.0,110.0,0.014456564594559075
Anton,Denmark,208,46.0,77.0,0.010119595216191352
Asger,Denmark,208,122.0,1.0,0.0001314233144959916
Asta,Denmark,208,71.0,52.0,0.0068340123537915624
Astrid,Denmark,208,49.0,74.0,0.009725325272703377
August,Denmark,208,62.0,61.0,0.008016822184255487
Benjamin,Denmark,208,34.0,89.0,0.011696674990143251
Bodil,Denmark,208,117.0,6.0,0.0007885398869759495
Camilla,Denmark,208,77.0,46.0,0.006045472466815613
Carl,Denmark,208,64.0,59.0,0.007753975555263503
Caroline,Denmark,208,17.0,106.0,0.013930871336575109
Casper,Denmark,208,110.0,13.0,0.0017085030884478906
Cecilie,Denmark,208,39.0,84.0,0.011039558417663294
Christian,Denmark,208,24.0,99.0,0.013010908135103168
Christoffer,Denmark,208,58.0,65.0,0.008542515442239454
Clara,Denmark,208,9.0,114.0,0.014982257852543042
Daniel,Denmark,208,56.0,67.0,0.008805362071231436
David,Denmark,208,104.0,19.0,0.0024970429754238403
Elias,Denmark,208,66.0,57.0,0.007491128926271521
Ella,Denmark,208,55.0,68.0,0.008936785385727428
Ellen,Denmark,208,67.0,56.0,0.007359705611775529
Emil,Denmark,208,22.0,101.0,0.01327375476409515
Emilie,Denmark,208,35.0,88.0,0.011565251675647259
Emma,Denmark,208,1.0,122.0,0.016033644368510975
Erik,Denmark,208,98.0,25.0,0.0032855828623997896
Esther,Denmark,208,69.0,54.0,0.007096858982783546
Filippa,Denmark,208,73.0,50.0,0.006571165724799579
Frederik,Denmark,208,16.0,107.0,0.0140622946510711
Freja,Denmark,208,5.0,118.0,0.015507951110527007
Frida,Denmark,208,47.0,76.0,0.009988171901695361
Gry,Denmark,208,99.0,24.0,0.003154159547903798
Gustav,Denmark,208,68.0,55.0,0.007228282297279538
Hans,Denmark,208,96.0,27.0,0.003548429491391773
Helle,Denmark,208,109.0,14.0,0.0018399264029438822
Henrik,Denmark,208,88.0,35.0,0.004599816007359705
Ida,Denmark,208,7.0,116.0,0.015245104481535024
Ingrid,Denmark,208,89.0,34.0,0.004468392692863714
Isabella,Denmark,208,19.0,104.0,0.013668024707583125
Jakob,Denmark,208,38.0,85.0,0.011170981732159285
Jens,Denmark,208,80.0,43.0,0.005651202523327638
Jesper,Denmark,208,108.0,15.0,0.001971349717439874
Johanne,Denmark,208,75.0,48.0,0.006308319095807596
Johannes,Denmark,208,120.0,3.0,0.00039426994348797475
Jonas,Denmark,208,42.0,81.0,0.010645288474175318
Josefine,Denmark,208,21.0,102.0,0.013405178078591143
Julie,Denmark,208,33.0,90.0,0.011828098304639243
Karla,Denmark,208,29.0,94.0,0.01235379156262321
Kasper,Denmark,208,50.0,73.0,0.009593901958207385
Katrine,Denmark,208,43.0,80.0,0.010513865159679328
Kirsten,Denmark,208,119.0,4.0,0.0005256932579839664
Kristian,Denmark,208,100.0,23.0,0.0030227362334078064
Lars,Denmark,208,90.0,33.0,0.004336969378367722
Lasse,Denmark,208,52.0,71.0,0.009331055329215403
Laura,Denmark,208,11.0,112.0,0.014719411223551058
Lene,Denmark,208,121.0,2.0,0.0002628466289919832
Liv,Denmark,208,51.0,72.0,0.009462478643711395
Liva,Denmark,208,85.0,38.0,0.004994085950847681
Lone,Denmark,208,107.0,16.0,0.0021027730319358655
Lucas,Denmark,208,2.0,121.0,0.01590222105401498
Lukas,Denmark,208,74.0,49.0,0.006439742410303588
Luna,Denmark,208,95.0,28.0,0.0036798528058877645
LÃ¦rke,Denmark,208,31.0,92.0,0.012090944933631225
Mads,Denmark,208,0.0,123.0,0.016165067683006965
Magnus,Denmark,208,14.0,109.0,0.014325141280063083
Maja,Denmark,208,25.0,98.0,0.012879484820607176
Malthe,Denmark,208,60.0,63.0,0.00827966881324747
Marcus,Denmark,208,54.0,69.0,0.00906820870022342
Marie,Denmark,208,23.0,100.0,0.013142331449599158
Martin,Denmark,208,84.0,39.0,0.005125509265343672
Mathias,Denmark,208,32.0,91.0,0.011959521619135235
Mathilde,Denmark,208,15.0,108.0,0.014193717965567091
Mette,Denmark,208,111.0,12.0,0.001577079773951899
Michael,Denmark,208,102.0,21.0,0.0027598896044158236
Mikkel,Denmark,208,18.0,105.0,0.013799448022079117
Mille,Denmark,208,45.0,78.0,0.010251018530687344
Morten,Denmark,208,94.0,29.0,0.003811276120383756
Nanna,Denmark,208,27.0,96.0,0.012616638191615192
Niels,Denmark,208,86.0,37.0,0.004862662636351689
Nikolaj,Denmark,208,28.0,95.0,0.012485214877119202
Noah,Denmark,208,8.0,115.0,0.015113681167039032
Nora,Denmark,208,63.0,60.0,0.007885398869759495
Oliver,Denmark,208,6.0,117.0,0.015376527796031016
Olivia,Denmark,208,59.0,64.0,0.008411092127743462
Oscar,Denmark,208,10.0,113.0,0.01485083453804705
Pernille,Denmark,208,103.0,20.0,0.002628466289919832
Peter,Denmark,208,78.0,45.0,0.0059140491523196215
Philip,Denmark,208,48.0,75.0,0.00985674858719937
Rasmus,Denmark,208,26.0,97.0,0.012748061506111184
Rikke,Denmark,208,101.0,22.0,0.0028913129189118147
Rosa,Denmark,208,87.0,36.0,0.004731239321855697
Saga,Denmark,208,93.0,30.0,0.003942699434879748
Sebastian,Denmark,208,30.0,93.0,0.012222368248127218
Signe,Denmark,208,37.0,86.0,0.011302405046655277
Silje,Denmark,208,81.0,42.0,0.005519779208831647
Simon,Denmark,208,36.0,87.0,0.011433828361151269
Siri,Denmark,208,115.0,8.0,0.0010513865159679327
Sofie,Denmark,208,3.0,120.0,0.01577079773951899
Stine,Denmark,208,105.0,18.0,0.0023656196609278487
SÃ¸ren,Denmark,208,76.0,47.0,0.006176895781311605
Thea,Denmark,208,83.0,40.0,0.005256932579839664
Theodor,Denmark,208,118.0,5.0,0.000657116572479958
Thomas,Denmark,208,82.0,41.0,0.005388355894335655
Thor,Denmark,208,114.0,9.0,0.0011828098304639244
Tilde,Denmark,208,91.0,32.0,0.004205546063871731
Tobias,Denmark,208,44.0,79.0,0.010382441845183336
Trine,Denmark,208,123.0,0.0,0.0
Valdemar,Denmark,208,70.0,53.0,0.0069654356682875545
Vera,Denmark,208,97.0,26.0,0.0034170061768957812
Victor,Denmark,208,12.0,111.0,0.014587987909055066
Victoria,Denmark,208,57.0,66.0,0.008673938756735444
Vigga,Denmark,208,65.0,58.0,0.007622552240767512
Villads,Denmark,208,112.0,11.0,0.0014456564594559074
William,Denmark,208,4.0,119.0,0.015639374425023
Aare,Estonia,233,58.0,43.0,0.0083478936128907
Aet,Estonia,233,71.0,30.0,0.005824111822947
Aili,Estonia,233,101.0,0.0,0.0
Ain,Estonia,233,86.0,15.0,0.0029120559114735
Aino,Estonia,233,33.0,68.0,0.013201320132013201
Aivar,Estonia,233,40.0,61.0,0.011842360706658901
Alar,Estonia,233,52.0,49.0,0.009512715977480102
Andres,Estonia,233,8.0,93.0,0.0180547466511357
Annela,Estonia,233,93.0,8.0,0.0015530964861192001
Anneli,Estonia,233,5.0,96.0,0.018637157833430402
Ants,Estonia,233,28.0,73.0,0.0141720054358377
Anu,Estonia,233,13.0,88.0,0.0170840613473112
Arvo,Estonia,233,76.0,25.0,0.0048534265191225
Eda,Estonia,233,81.0,20.0,0.0038827412152980002
Eha,Estonia,233,99.0,2.0,0.00038827412152980003
Ene,Estonia,233,35.0,66.0,0.0128130460104834
Erki,Estonia,233,56.0,45.0,0.008736167734420501
Ester,Estonia,233,45.0,56.0,0.0108716754028344
Evi,Estonia,233,65.0,36.0,0.006988934187536401
Hannes,Estonia,233,82.0,19.0,0.0036886041545331006
Heiki,Estonia,233,54.0,47.0,0.0091244418559503
Heino,Estonia,233,100.0,1.0,0.00019413706076490002
Helgi,Estonia,233,37.0,64.0,0.012424771888953601
Heli,Estonia,233,49.0,52.0,0.010095127159774802
Indrek,Estonia,233,26.0,75.0,0.014560279557367502
Inga,Estonia,233,61.0,40.0,0.0077654824305960005
Ivo,Estonia,233,46.0,55.0,0.010677538342069502
Jaak,Estonia,233,18.0,83.0,0.016113376043486703
Jaan,Estonia,233,4.0,97.0,0.018831294894195303
Jaanus,Estonia,233,62.0,39.0,0.007571345369831101
Juhan,Estonia,233,88.0,13.0,0.0025237817899437004
JÃ¼ri,Estonia,233,38.0,63.0,0.0122306348281887
Kaarel,Estonia,233,94.0,7.0,0.0013589594253543
Kadri,Estonia,233,3.0,98.0,0.019025431954960204
Kaie,Estonia,233,67.0,34.0,0.006600660066006601
Kaire,Estonia,233,95.0,6.0,0.0011648223645894002
Kairi,Estonia,233,51.0,50.0,0.009706853038245
Kaja,Estonia,233,79.0,22.0,0.0042710153368278
Kalev,Estonia,233,30.0,71.0,0.013783731314307901
Karin,Estonia,233,7.0,94.0,0.0182488837119006
Katrin,Estonia,233,15.0,86.0,0.0166957872257814
Kerli,Estonia,233,85.0,16.0,0.0031061929722384003
Kersti,Estonia,233,23.0,78.0,0.015142690739662202
Krista,Estonia,233,27.0,74.0,0.014366142496602601
Kristi,Estonia,233,63.0,38.0,0.007377208309066201
Kristjan,Estonia,233,0.0,101.0,0.0196078431372549
KÃ¼lli,Estonia,233,41.0,60.0,0.011648223645894
Lauri,Estonia,233,74.0,27.0,0.0052417006406523005
Leena,Estonia,233,47.0,54.0,0.010483401281304601
Lembit,Estonia,233,64.0,37.0,0.007183071248301301
Liina,Estonia,233,69.0,32.0,0.0062123859444768005
Liis,Estonia,233,83.0,18.0,0.0034944670937682005
Liisa,Estonia,233,1.0,100.0,0.01941370607649
Maarja,Estonia,233,21.0,80.0,0.015530964861192001
Madis,Estonia,233,78.0,23.0,0.0044651523975927
Maire,Estonia,233,59.0,42.0,0.008153756552125802
Malle,Estonia,233,39.0,62.0,0.012036497767423802
Margus,Estonia,233,34.0,67.0,0.013007183071248301
Mari,Estonia,233,9.0,92.0,0.0178606095903708
Marika,Estonia,233,75.0,26.0,0.005047563579887401
Marko,Estonia,233,66.0,35.0,0.0067947971267715
Mart,Estonia,233,44.0,57.0,0.0110658124635993
Marten,Estonia,233,2.0,99.0,0.0192195690157251
Meeli,Estonia,233,87.0,14.0,0.0027179188507086
Meelis,Estonia,233,92.0,9.0,0.0017472335468841002
Merike,Estonia,233,29.0,72.0,0.013977868375072802
Merle,Estonia,233,55.0,46.0,0.0089303047951854
Mihkel,Estonia,233,16.0,85.0,0.0165016501650165
Monika,Estonia,233,97.0,4.0,0.0007765482430596001
Olev,Estonia,233,36.0,65.0,0.012618908949718502
Ott,Estonia,233,72.0,29.0,0.005629974762182101
Peeter,Estonia,233,14.0,87.0,0.0168899242865463
Piia,Estonia,233,91.0,10.0,0.0019413706076490001
Pille,Estonia,233,53.0,48.0,0.009318578916715201
Piret,Estonia,233,17.0,84.0,0.016307513104251603
Priit,Estonia,233,10.0,91.0,0.017666472529605903
Raimo,Estonia,233,80.0,21.0,0.004076878276062901
Raivo,Estonia,233,24.0,77.0,0.014948553678897301
Rando,Estonia,233,90.0,11.0,0.0021355076684139
Raul,Estonia,233,48.0,53.0,0.0102892642205397
Reet,Estonia,233,73.0,28.0,0.0054358377014172
Rein,Estonia,233,12.0,89.0,0.017278198408076102
Riina,Estonia,233,31.0,70.0,0.013589594253543
Siim,Estonia,233,68.0,33.0,0.0064065230052417
Sirje,Estonia,233,19.0,82.0,0.015919238982721802
Taavi,Estonia,233,50.0,51.0,0.009900990099009901
Tanel,Estonia,233,42.0,59.0,0.011454086585129102
Tarmo,Estonia,233,32.0,69.0,0.013395457192778102
Tauno,Estonia,233,98.0,3.0,0.0005824111822947001
Tiina,Estonia,233,11.0,90.0,0.017472335468841003
Tiina-Mai,Estonia,233,89.0,12.0,0.0023296447291788003
Tiit,Estonia,233,57.0,44.0,0.0085420306736556
Tiiu,Estonia,233,25.0,76.0,0.014754416618132402
Toomas,Estonia,233,6.0,95.0,0.018443020772665502
Triin,Estonia,233,43.0,58.0,0.011259949524364201
TÃµnis,Estonia,233,70.0,31.0,0.006018248883711901
TÃµnu,Estonia,233,20.0,81.0,0.0157251019219569
Urmas,Estonia,233,22.0,79.0,0.015336827800427102
Valdur,Estonia,233,84.0,17.0,0.0033003300330033004
Viivi,Estonia,233,77.0,24.0,0.004659289458357601
Viljar,Estonia,233,60.0,41.0,0.007959619491360901
Ãllar,Estonia,233,96.0,5.0,0.0009706853038245001
Andrias,Faroe Is.,234,23.0,40.0,0.0199501246882793
Anna,Faroe Is.,234,1.0,62.0,0.030922693266832918
ArnbjÃ¸rn,Faroe Is.,234,51.0,12.0,0.0059850374064837905
Beinta,Faroe Is.,234,32.0,31.0,0.015461346633416459
Bjarni,Faroe Is.,234,8.0,55.0,0.02743142144638404
BjÃ¸rt,Faroe Is.,234,56.0,7.0,0.003491271820448878
Brandur,Faroe Is.,234,15.0,48.0,0.023940149625935162
BÃ¡rÃ°ur,Faroe Is.,234,40.0,23.0,0.011471321695760598
Durita,Faroe Is.,234,16.0,47.0,0.02344139650872818
DÃ¡njal,Faroe Is.,234,37.0,26.0,0.012967581047381545
Eirikur,Faroe Is.,234,57.0,6.0,0.0029925187032418953
EivÃ¸r,Faroe Is.,234,41.0,22.0,0.010972568578553617
Elin,Faroe Is.,234,28.0,35.0,0.017456359102244388
EydÃ­s,Faroe Is.,234,9.0,54.0,0.026932668329177057
EyÃ°finn,Faroe Is.,234,49.0,14.0,0.006982543640897756
Finnur,Faroe Is.,234,42.0,21.0,0.010473815461346634
FrÃ­Ã°a,Faroe Is.,234,14.0,49.0,0.024438902743142144
GuÃ°rÃºn,Faroe Is.,234,7.0,56.0,0.027930174563591023
Hanna,Faroe Is.,234,12.0,51.0,0.02543640897755611
Heini,Faroe Is.,234,17.0,46.0,0.022942643391521196
Heri,Faroe Is.,234,44.0,19.0,0.009476309226932668
Hildur,Faroe Is.,234,30.0,33.0,0.016458852867830425
Hjalti,Faroe Is.,234,25.0,38.0,0.018952618453865335
HÃ¡kun,Faroe Is.,234,61.0,2.0,0.000997506234413965
HÃ¸gni,Faroe Is.,234,33.0,30.0,0.014962593516209476
Inga,Faroe Is.,234,47.0,16.0,0.00798004987531172
Jensa,Faroe Is.,234,18.0,45.0,0.022443890274314215
JÃ¡kup,Faroe Is.,234,6.0,57.0,0.028428927680798004
JÃ³annes,Faroe Is.,234,29.0,34.0,0.016957605985037406
JÃ³gvan,Faroe Is.,234,53.0,10.0,0.004987531172069825
JÃ³han,Faroe Is.,234,0.0,63.0,0.0314214463840399
JÃ³nvÃ¸r,Faroe Is.,234,62.0,1.0,0.0004987531172069825
Katrin,Faroe Is.,234,26.0,37.0,0.018453865336658354
Kristian,Faroe Is.,234,19.0,44.0,0.021945137157107233
LÃ­v,Faroe Is.,234,50.0,13.0,0.006483790523690773
Magnus,Faroe Is.,234,59.0,4.0,0.00199501246882793
Malena,Faroe Is.,234,45.0,18.0,0.008977556109725686
Maria,Faroe Is.,234,39.0,24.0,0.011970074812967581
Marjun,Faroe Is.,234,20.0,43.0,0.02144638403990025
Mikkjal,Faroe Is.,234,35.0,28.0,0.013965087281795512
Niklas,Faroe Is.,234,63.0,0.0,0.0
Pauli,Faroe Is.,234,31.0,32.0,0.01596009975062344
PÃ¦tur,Faroe Is.,234,4.0,59.0,0.02942643391521197
RannvÃ¡,Faroe Is.,234,3.0,60.0,0.029925187032418952
Regin,Faroe Is.,234,38.0,25.0,0.012468827930174564
RÃ³gvi,Faroe Is.,234,11.0,52.0,0.02593516209476309
RÃºna,Faroe Is.,234,60.0,3.0,0.0014962593516209476
Sigrun,Faroe Is.,234,43.0,20.0,0.00997506234413965
SjÃºrÃ°ur,Faroe Is.,234,48.0,15.0,0.007481296758104738
SteinbjÃ¸rg,Faroe Is.,234,58.0,5.0,0.0024937655860349127
SÃ¡ra,Faroe Is.,234,24.0,39.0,0.01945137157107232
SÃ­mun,Faroe Is.,234,10.0,53.0,0.026433915211970076
SÃ³lja,Faroe Is.,234,34.0,29.0,0.014463840399002495
SÃºsanna,Faroe Is.,234,5.0,58.0,0.02892768079800499
Trygvi,Faroe Is.,234,27.0,36.0,0.017955112219451373
TrÃ³ndur,Faroe Is.,234,46.0,17.0,0.008478802992518703
Tummas,Faroe Is.,234,21.0,42.0,0.020947630922693267
TuriÃ°,Faroe Is.,234,54.0,9.0,0.004488778054862843
TÃ³rÃ°ur,Faroe Is.,234,13.0,50.0,0.02493765586034913
VÃ¡r,Faroe Is.,234,22.0,41.0,0.020448877805486283
Ãsa,Faroe Is.,234,36.0,27.0,0.013466334164588529
Ãlavur,Faroe Is.,234,55.0,8.0,0.00399002493765586
Ãli,Faroe Is.,234,2.0,61.0,0.030423940149625937
Aada,Finland,246,64.0,49.0,0.0077044025157232705
Aatos,Finland,246,79.0,34.0,0.005345911949685534
Aino,Finland,246,0.0,113.0,0.017767295597484276
Akseli,Finland,246,95.0,18.0,0.002830188679245283
Aleksi,Finland,246,61.0,52.0,0.008176100628930818
Anneli,Finland,246,16.0,97.0,0.015251572327044025
Antti,Finland,246,9.0,104.0,0.016352201257861635
Ari,Finland,246,47.0,66.0,0.010377358490566037
Arja,Finland,246,24.0,89.0,0.0139937106918239
Arttu,Finland,246,105.0,8.0,0.0012578616352201257
Eero,Finland,246,1.0,112.0,0.01761006289308176
Eetu,Finland,246,65.0,48.0,0.007547169811320755
Eila,Finland,246,34.0,79.0,0.012421383647798743
Eino,Finland,246,87.0,26.0,0.004088050314465409
Elias,Finland,246,73.0,40.0,0.006289308176100629
Ella,Finland,246,66.0,47.0,0.007389937106918239
Emil,Finland,246,109.0,4.0,0.0006289308176100629
Emilia,Finland,246,60.0,53.0,0.008333333333333333
Enni,Finland,246,92.0,21.0,0.0033018867924528303
Erkki,Finland,246,33.0,80.0,0.012578616352201259
Hanna,Finland,246,50.0,63.0,0.00990566037735849
Hannu,Finland,246,25.0,88.0,0.013836477987421384
Heikki,Finland,246,31.0,82.0,0.01289308176100629
Helena,Finland,246,8.0,105.0,0.01650943396226415
Helmi,Finland,246,68.0,45.0,0.007075471698113208
Iida,Finland,246,70.0,43.0,0.006761006289308176
Ilkka,Finland,246,45.0,68.0,0.010691823899371069
Ilmari,Finland,246,89.0,24.0,0.0037735849056603774
Isla,Finland,246,78.0,35.0,0.00550314465408805
Jaana,Finland,246,46.0,67.0,0.010534591194968553
Janne,Finland,246,51.0,62.0,0.009748427672955974
Jari,Finland,246,11.0,102.0,0.016037735849056604
Johanna,Finland,246,56.0,57.0,0.008962264150943396
Joona,Finland,246,83.0,30.0,0.0047169811320754715
Juha,Finland,246,17.0,96.0,0.01509433962264151
Juhani,Finland,246,5.0,108.0,0.016981132075471698
Juho,Finland,246,59.0,54.0,0.008490566037735849
Jukka,Finland,246,27.0,86.0,0.013522012578616353
Kaapo,Finland,246,85.0,28.0,0.00440251572327044
Kaarina,Finland,246,4.0,109.0,0.017138364779874214
Kari,Finland,246,13.0,100.0,0.015723270440251572
Kasper,Finland,246,111.0,2.0,0.00031446540880503143
Katja,Finland,246,52.0,61.0,0.009591194968553459
Kerttu,Finland,246,106.0,7.0,0.00110062893081761
Kristiina,Finland,246,44.0,69.0,0.010849056603773584
Laura,Finland,246,54.0,59.0,0.009276729559748427
Lauri,Finland,246,69.0,44.0,0.006918238993710692
Leena,Finland,246,20.0,93.0,0.014622641509433962
Leevi,Finland,246,77.0,36.0,0.005660377358490566
Liisa,Finland,246,2.0,111.0,0.017452830188679245
Lilja,Finland,246,80.0,33.0,0.005188679245283019
Linnea,Finland,246,86.0,27.0,0.0042452830188679245
Maria,Finland,246,58.0,55.0,0.008647798742138365
Marja,Finland,246,6.0,107.0,0.016823899371069182
Marjatta,Finland,246,32.0,81.0,0.012735849056603774
Markku,Finland,246,21.0,92.0,0.014465408805031447
Matias,Finland,246,113.0,0.0,0.0
Matilda,Finland,246,82.0,31.0,0.004874213836477987
Matti,Finland,246,15.0,98.0,0.015408805031446541
Merja,Finland,246,28.0,85.0,0.013364779874213837
Mika,Finland,246,57.0,56.0,0.00880503144654088
Mikko,Finland,246,3.0,110.0,0.01729559748427673
Minea,Finland,246,98.0,15.0,0.0023584905660377358
Minna,Finland,246,40.0,73.0,0.011477987421383647
Niilo,Finland,246,81.0,32.0,0.005031446540880503
Niko,Finland,246,99.0,14.0,0.00220125786163522
Olavi,Finland,246,39.0,74.0,0.011635220125786163
Olivia,Finland,246,74.0,39.0,0.006132075471698114
Onni,Finland,246,67.0,46.0,0.007232704402515723
Oona,Finland,246,100.0,13.0,0.0020440251572327044
Oskari,Finland,246,63.0,50.0,0.007861635220125786
Pekka,Finland,246,7.0,106.0,0.016666666666666666
Pentti,Finland,246,37.0,76.0,0.011949685534591196
Pertti,Finland,246,29.0,84.0,0.013207547169811321
Petri,Finland,246,49.0,64.0,0.010062893081761006
Pihla,Finland,246,76.0,37.0,0.005817610062893081
Pirjo,Finland,246,14.0,99.0,0.015566037735849057
PÃ¤ivi,Finland,246,22.0,91.0,0.014308176100628931
Raimo,Finland,246,43.0,70.0,0.0110062893081761
Rasmus,Finland,246,93.0,20.0,0.0031446540880503146
Riitta,Finland,246,18.0,95.0,0.014937106918238994
Ritva,Finland,246,30.0,83.0,0.013050314465408806
Roope,Finland,246,91.0,22.0,0.003459119496855346
Saaga,Finland,246,96.0,17.0,0.002672955974842767
Sami,Finland,246,55.0,58.0,0.009119496855345912
Santeri,Finland,246,101.0,12.0,0.0018867924528301887
Sari,Finland,246,10.0,103.0,0.01619496855345912
Seija,Finland,246,36.0,77.0,0.012106918238993711
Seppo,Finland,246,23.0,90.0,0.014150943396226415
Siiri,Finland,246,88.0,25.0,0.003930817610062893
Sirkka,Finland,246,42.0,71.0,0.011163522012578616
Sofia,Finland,246,62.0,51.0,0.008018867924528302
Tapani,Finland,246,41.0,72.0,0.011320754716981131
Tarja,Finland,246,48.0,65.0,0.010220125786163521
Timo,Finland,246,19.0,94.0,0.014779874213836478
Toivo,Finland,246,97.0,16.0,0.0025157232704402514
Tuija,Finland,246,26.0,87.0,0.013679245283018868
Tuomas,Finland,246,103.0,10.0,0.0015723270440251573
Tuula,Finland,246,12.0,101.0,0.015880503144654088
Ulla,Finland,246,38.0,75.0,0.01179245283018868
Valtteri,Finland,246,71.0,42.0,0.006603773584905661
Veikko,Finland,246,35.0,78.0,0.012264150943396227
Venla,Finland,246,72.0,41.0,0.006446540880503145
Viivi,Finland,246,94.0,19.0,0.002987421383647799
Viljami,Finland,246,107.0,6.0,0.0009433962264150943
Ville,Finland,246,53.0,60.0,0.009433962264150943
VÃ¤inÃ¶,Finland,246,75.0,38.0,0.005974842767295598
Adrien,France,250,62.0,95.0,0.007659437232927517
AgnÃ¨s,France,250,117.0,40.0,0.0032250262033379023
Alain,France,250,108.0,49.0,0.00395065709908893
Alexandre,France,250,12.0,145.0,0.011690719987099895
Alice,France,250,39.0,118.0,0.009513827299846811
AmÃ©lie,France,250,47.0,110.0,0.008868822059179231
AnaÃ¯s,France,250,25.0,132.0,0.010642586471015077
AndrÃ©,France,250,96.0,61.0,0.004918164960090301
Annie,France,250,125.0,32.0,0.0025800209626703216
Antoine,France,250,6.0,151.0,0.01217447391760058
Antonin,France,250,82.0,75.0,0.006046924131258566
Arlette,France,250,155.0,2.0,0.0001612513101668951
Arnaud,France,250,140.0,17.0,0.0013706361364186083
Arthur,France,250,52.0,105.0,0.008465693783761993
Audrey,France,250,57.0,100.0,0.008062565508344756
AurÃ©lien,France,250,152.0,5.0,0.0004031282754172378
Baptiste,France,250,84.0,73.0,0.005885672821091671
Bastien,France,250,150.0,7.0,0.0005643795855841329
Benjamin,France,250,36.0,121.0,0.009755704265097155
Bernadette,France,250,145.0,12.0,0.0009675078610013706
Bernard,France,250,104.0,53.0,0.0042731597194227205
Brigitte,France,250,101.0,56.0,0.004515036684673063
Bruno,France,250,128.0,29.0,0.002338143997419979
Camille,France,250,5.0,152.0,0.012255099572684029
Caroline,France,250,59.0,98.0,0.00790131419817786
Catherine,France,250,95.0,62.0,0.004998790615173748
Chantal,France,250,127.0,30.0,0.0024187696525034266
Charles,France,250,86.0,71.0,0.005724421510924776
Charlotte,France,250,31.0,126.0,0.010158832540514392
ChloÃ©,France,250,7.0,150.0,0.012093848262517132
Christian,France,250,114.0,43.0,0.003466903168588245
Christine,France,250,109.0,48.0,0.0038700314440054825
Christophe,France,250,122.0,35.0,0.002821897927920664
Clara,France,250,19.0,138.0,0.011126340401515762
ClÃ©ment,France,250,42.0,115.0,0.009271950334596468
Colette,France,250,133.0,24.0,0.0019350157220027412
Corinne,France,250,115.0,42.0,0.0033862775135047973
CÃ©dric,France,250,134.0,23.0,0.0018543900669192937
CÃ©line,France,250,45.0,112.0,0.009030073369346126
Damien,France,250,142.0,15.0,0.0012093848262517133
Daniel,France,250,116.0,41.0,0.00330565185842135
Danielle,France,250,107.0,50.0,0.004031282754172378
David,France,250,32.0,125.0,0.010078206885430945
Delphine,France,250,83.0,74.0,0.0059662984761751185
Denise,France,250,135.0,22.0,0.0017737644118358462
Didier,France,250,126.0,31.0,0.002499395307586874
Dominique,France,250,121.0,36.0,0.0029025235830041117
Emma,France,250,11.0,146.0,0.011771345642183342
Fabrice,France,250,130.0,27.0,0.002176892687253084
Florian,France,250,68.0,89.0,0.007175683302426832
FranÃ§ois,France,250,18.0,139.0,0.01120696605659921
FranÃ§oise,France,250,99.0,58.0,0.004676287994839958
FrÃ©dÃ©ric,France,250,138.0,19.0,0.0015318874465855036
FÃ©lix,France,250,80.0,77.0,0.006208175441425462
Gabriel,France,250,54.0,103.0,0.008304442473595098
Gaston,France,250,92.0,65.0,0.005240667580424091
GeneviÃ¨ve,France,250,143.0,14.0,0.0011287591711682658
Georges,France,250,100.0,57.0,0.004595662339756511
Guillaume,France,250,38.0,119.0,0.009594452954930258
GÃ©rard,France,250,112.0,45.0,0.00362815447875514
Henri,France,250,88.0,69.0,0.005563170200757881
Henriette,France,250,147.0,10.0,0.0008062565508344756
Hugo,France,250,46.0,111.0,0.008949447714262678
HÃ©lÃ¨ne,France,250,89.0,68.0,0.005482544545674433
InÃ¨s,France,250,23.0,134.0,0.010803837781181972
Isabelle,France,250,77.0,80.0,0.0064500524066758045
Jacqueline,France,250,105.0,52.0,0.004192534064339273
Jacques,France,250,102.0,55.0,0.0044344110295896156
Jean,France,250,1.0,156.0,0.012577602193017819
Jeanne,France,250,151.0,6.0,0.0004837539305006853
Josiane,France,250,131.0,26.0,0.0020962670321696365
Jules,France,250,74.0,83.0,0.006691929371926147
Julie,France,250,9.0,148.0,0.011932596952350237
Julien,France,250,24.0,133.0,0.010723212126098525
Juliette,France,250,43.0,114.0,0.009191324679513021
Justine,France,250,63.0,94.0,0.00757881157784407
JÃ©rÃ´me,France,250,136.0,21.0,0.0016931387567523987
Laura,France,250,27.0,130.0,0.010481335160848182
Laure,France,250,71.0,86.0,0.00693380633717649
Laurence,France,250,119.0,38.0,0.0030637748931710072
Laurent,France,250,16.0,141.0,0.011368217366766105
