email_domains,country,ISO numeric,rank,inverse_rank,probability
gmx.fr,Monaco,492,14.0,0.0,0.0
hotmail.com,Monaco,492,10.0,4.0,0.0380952380952381
hotmail.fr,Monaco,492,3.0,11.0,0.10476190476190476
icloud.com,Monaco,492,8.0,6.0,0.05714285714285714
laposte.net,Monaco,492,5.0,9.0,0.08571428571428572
live.fr,Monaco,492,11.0,3.0,0.02857142857142857
monaco.mc,Monaco,492,7.0,7.0,0.06666666666666667
orange.fr,Monaco,492,4.0,10.0,0.09523809523809523
outlook.com,Monaco,492,1.0,13.0,0.12380952380952381
protonmail.com,Monaco,492,9.0,5.0,0.047619047619047616
sfr.fr,Monaco,492,12.0,2.0,0.01904761904761905
wanadoo.fr,Monaco,492,13.0,1.0,0.009523809523809525
yahoo.fr,Monaco,492,2.0,12.0,0.11428571428571428
aol.com,Montenegro,499,10.0,4.0,0.0380952380952381
gmail.com,Montenegro,499,0.0,14.0,0.13333333333333333
gmx.com,Montenegro,499,14.0,0.0,0.0
hotmail.com,Montenegro,499,3.0,11.0,0.10476190476190476
icloud.com,Montenegro,499,8.0,6.0,0.05714285714285714
live.com,Montenegro,499,9.0,5.0,0.047619047619047616
mail.ru,Montenegro,499,12.0,2.0,0.01904761904761905
mtel.me,Montenegro,499,5.0,9.0,0.08571428571428572
outlook.com,Montenegro,499,4.0,10.0,0.09523809523809523
protonmail.com,Montenegro,499,7.0,7.0,0.06666666666666667
t-com.me,Montenegro,499,1.0,13.0,0.12380952380952381
telemach.net,Montenegro,499,6.0,8.0,0.0761904761904762
yahoo.com,Montenegro,499,2.0,12.0,0.11428571428571428
yandex.com,Montenegro,499,13.0,1.0,0.009523809523809525
zoho.com,Montenegro,499,11.0,3.0,0.02857142857142857
casema.nl,Netherlands,528,12.0,2.0,0.01904761904761905
chello.nl,Netherlands,528,10.0,4.0,0.0380952380952381
gmail.com,Netherlands,528,0.0,14.0,0.13333333333333333
hetnet.nl,Netherlands,528,11.0,3.0,0.02857142857142857
home.nl,Netherlands,528,13.0,1.0,0.009523809523809525
hotmail.com,Netherlands,528,1.0,13.0,0.12380952380952381
hotmail.nl,Netherlands,528,8.0,6.0,0.05714285714285714
kpnmail.nl,Netherlands,528,4.0,10.0,0.09523809523809523
live.nl,Netherlands,528,6.0,8.0,0.0761904761904762
outlook.com,Netherlands,528,2.0,12.0,0.11428571428571428
planet.nl,Netherlands,528,9.0,5.0,0.047619047619047616
upcmail.nl,Netherlands,528,14.0,0.0,0.0
xs4all.nl,Netherlands,528,5.0,9.0,0.08571428571428572
yahoo.com,Netherlands,528,7.0,7.0,0.06666666666666667
ziggo.nl,Netherlands,528,3.0,11.0,0.10476190476190476
altibox.no,Norway,578,13.0,1.0,0.009523809523809525
broadpark.no,Norway,578,9.0,5.0,0.047619047619047616
c2i.net,Norway,578,8.0,6.0,0.05714285714285714
frisurf.no,Norway,578,11.0,3.0,0.02857142857142857
getmail.no,Norway,578,7.0,7.0,0.06666666666666667
gmail.com,Norway,578,0.0,14.0,0.13333333333333333
hotmail.com,Norway,578,1.0,13.0,0.12380952380952381
live.no,Norway,578,6.0,8.0,0.0761904761904762
lyse.net,Norway,578,12.0,2.0,0.01904761904761905
online.no,Norway,578,3.0,11.0,0.10476190476190476
outlook.com,Norway,578,2.0,12.0,0.11428571428571428
start.no,Norway,578,10.0,4.0,0.0380952380952381
tele2.no,Norway,578,14.0,0.0,0.0
telenor.com,Norway,578,4.0,10.0,0.09523809523809523
yahoo.no,Norway,578,5.0,9.0,0.08571428571428572
autograf.pl,Poland,616,14.0,0.0,0.0
gazeta.pl,Poland,616,8.0,6.0,0.05714285714285714
gmail.com,Poland,616,0.0,14.0,0.13333333333333333
hotmail.com,Poland,616,6.0,8.0,0.0761904761904762
interia.pl,Poland,616,3.0,11.0,0.10476190476190476
o2.pl,Poland,616,4.0,10.0,0.09523809523809523
onet.pl,Poland,616,1.0,13.0,0.12380952380952381
op.pl,Poland,616,12.0,2.0,0.01904761904761905
outlook.com,Poland,616,5.0,9.0,0.08571428571428572
poczta.fm,Poland,616,9.0,5.0,0.047619047619047616
prokonto.pl,Poland,616,13.0,1.0,0.009523809523809525
tlen.pl,Poland,616,10.0,4.0,0.0380952380952381
vp.pl,Poland,616,11.0,3.0,0.02857142857142857
wp.pl,Poland,616,2.0,12.0,0.11428571428571428
yahoo.com,Poland,616,7.0,7.0,0.06666666666666667
clix.pt,Portugal,620,6.0,8.0,0.0761904761904762
gmail.com,Portugal,620,0.0,14.0,0.13333333333333333
hotmail.com,Portugal,620,2.0,12.0,0.11428571428571428
iol.pt,Portugal,620,7.0,7.0,0.06666666666666667
live.com.pt,Portugal,620,12.0,2.0,0.01904761904761905
mail.pt,Portugal,620,5.0,9.0,0.08571428571428572
meo.pt,Portugal,620,10.0,4.0,0.0380952380952381
netcabo.pt,Portugal,620,8.0,6.0,0.05714285714285714
nos.pt,Portugal,620,11.0,3.0,0.02857142857142857
oninet.pt,Portugal,620,14.0,0.0,0.0
outlook.pt,Portugal,620,3.0,11.0,0.10476190476190476
portugalmail.pt,Portugal,620,13.0,1.0,0.009523809523809525
sapo.pt,Portugal,620,1.0,13.0,0.12380952380952381
vodafone.pt,Portugal,620,9.0,5.0,0.047619047619047616
yahoo.com,Portugal,620,4.0,10.0,0.09523809523809523
clicknet.ro,Romania,642,6.0,8.0,0.0761904761904762
digi24.ro,Romania,642,11.0,3.0,0.02857142857142857
gmail.com,Romania,642,0.0,14.0,0.13333333333333333
hotmail.com,Romania,642,2.0,12.0,0.11428571428571428
k.ro,Romania,642,13.0,1.0,0.009523809523809525
mail.ro,Romania,642,14.0,0.0,0.0
orange.ro,Romania,642,8.0,6.0,0.05714285714285714
outlook.com,Romania,642,3.0,11.0,0.10476190476190476
rdslink.ro,Romania,642,5.0,9.0,0.08571428571428572
telekom.ro,Romania,642,10.0,4.0,0.0380952380952381
upcmail.ro,Romania,642,12.0,2.0,0.01904761904761905
vodafone.ro,Romania,642,9.0,5.0,0.047619047619047616
yahoo.com,Romania,642,1.0,13.0,0.12380952380952381
yahoo.ro,Romania,642,4.0,10.0,0.09523809523809523
zappmobile.ro,Romania,642,7.0,7.0,0.06666666666666667
alice.it,San Marino,674,5.0,9.0,0.08571428571428572
fastwebnet.it,San Marino,674,9.0,5.0,0.047619047619047616
gmail.com,San Marino,674,0.0,14.0,0.13333333333333333
hotmail.com,San Marino,674,3.0,11.0,0.10476190476190476
icloud.com,San Marino,674,11.0,3.0,0.02857142857142857
libero.it,San Marino,674,4.0,10.0,0.09523809523809523
live.com,San Marino,674,12.0,2.0,0.01904761904761905
mail.com,San Marino,674,14.0,0.0,0.0
outlook.com,San Marino,674,1.0,13.0,0.12380952380952381
poste.it,San Marino,674,10.0,4.0,0.0380952380952381
protonmail.com,San Marino,674,13.0,1.0,0.009523809523809525
tin.it,San Marino,674,6.0,8.0,0.0761904761904762
tiscali.it,San Marino,674,8.0,6.0,0.05714285714285714
virgilio.it,San Marino,674,7.0,7.0,0.06666666666666667
yahoo.com,San Marino,674,2.0,12.0,0.11428571428571428
beotel.net,Serbia,688,10.0,4.0,0.0380952380952381
eunet.rs,Serbia,688,7.0,7.0,0.06666666666666667
gmail.com,Serbia,688,0.0,14.0,0.13333333333333333
hotmail.com,Serbia,688,2.0,12.0,0.11428571428571428
mts.rs,Serbia,688,5.0,9.0,0.08571428571428572
nadlanu.com,Serbia,688,11.0,3.0,0.02857142857142857
open.telekom.rs,Serbia,688,8.0,6.0,0.05714285714285714
orion.rs,Serbia,688,9.0,5.0,0.047619047619047616
outlook.com,Serbia,688,3.0,11.0,0.10476190476190476
ptt.rs,Serbia,688,6.0,8.0,0.0761904761904762
sbb.rs,Serbia,688,4.0,10.0,0.09523809523809523
sezampro.rs,Serbia,688,13.0,1.0,0.009523809523809525
telekom.rs,Serbia,688,14.0,0.0,0.0
verat.net,Serbia,688,12.0,2.0,0.01904761904761905
yahoo.com,Serbia,688,1.0,13.0,0.12380952380952381
atlas.sk,Slovakia,703,7.0,7.0,0.06666666666666667
azet.sk,Slovakia,703,1.0,13.0,0.12380952380952381
centrum.sk,Slovakia,703,3.0,11.0,0.10476190476190476
email.cz,Slovakia,703,10.0,4.0,0.0380952380952381
gmail.com,Slovakia,703,0.0,14.0,0.13333333333333333
hotmail.com,Slovakia,703,13.0,1.0,0.009523809523809525
orangemail.sk,Slovakia,703,6.0,8.0,0.0761904761904762
outlook.com,Slovakia,703,11.0,3.0,0.02857142857142857
pobox.sk,Slovakia,703,8.0,6.0,0.05714285714285714
post.sk,Slovakia,703,4.0,10.0,0.09523809523809523
poste.sk,Slovakia,703,14.0,0.0,0.0
stonline.sk,Slovakia,703,5.0,9.0,0.08571428571428572
yahoo.com,Slovakia,703,12.0,2.0,0.01904761904761905
zmail.sk,Slovakia,703,9.0,5.0,0.047619047619047616
zoznam.sk,Slovakia,703,2.0,12.0,0.11428571428571428
amis.net,Slovenia,705,8.0,6.0,0.05714285714285714
aol.com,Slovenia,705,13.0,1.0,0.009523809523809525
email.si,Slovenia,705,3.0,11.0,0.10476190476190476
gmail.com,Slovenia,705,0.0,14.0,0.13333333333333333
gmx.com,Slovenia,705,12.0,2.0,0.01904761904761905
guest.arnes.si,Slovenia,705,10.0,4.0,0.0380952380952381
hotmail.com,Slovenia,705,5.0,9.0,0.08571428571428572
icloud.com,Slovenia,705,14.0,0.0,0.0
outlook.com,Slovenia,705,6.0,8.0,0.0761904761904762
siol.net,Slovenia,705,2.0,12.0,0.11428571428571428
t-2.net,Slovenia,705,1.0,13.0,0.12380952380952381
telemach.net,Slovenia,705,7.0,7.0,0.06666666666666667
volja.net,Slovenia,705,9.0,5.0,0.047619047619047616
windowslive.com,Slovenia,705,11.0,3.0,0.02857142857142857
yahoo.com,Slovenia,705,4.0,10.0,0.09523809523809523
gmail.com,Spain,724,0.0,14.0,0.13333333333333333
hotmail.com,Spain,724,14.0,0.0,0.0
hotmail.es,Spain,724,1.0,13.0,0.12380952380952381
icloud.com,Spain,724,13.0,1.0,0.009523809523809525
jazztel.es,Spain,724,10.0,4.0,0.0380952380952381
live.com,Spain,724,12.0,2.0,0.01904761904761905
movistar.es,Spain,724,5.0,9.0,0.08571428571428572
ono.com,Spain,724,9.0,5.0,0.047619047619047616
orange.es,Spain,724,6.0,8.0,0.0761904761904762
outlook.es,Spain,724,3.0,11.0,0.10476190476190476
telefonica.net,Spain,724,4.0,10.0,0.09523809523809523
terra.es,Spain,724,8.0,6.0,0.05714285714285714
vodafone.es,Spain,724,7.0,7.0,0.06666666666666667
ya.com,Spain,724,11.0,3.0,0.02857142857142857
yahoo.es,Spain,724,2.0,12.0,0.11428571428571428
bahnhof.se,Sweden,752,9.0,5.0,0.047619047619047616
bredband.net,Sweden,752,8.0,6.0,0.05714285714285714
comhem.se,Sweden,752,5.0,9.0,0.08571428571428572
gmail.com,Sweden,752,0.0,14.0,0.13333333333333333
home.se,Sweden,752,13.0,1.0,0.009523809523809525
hotmail.com,Sweden,752,1.0,13.0,0.12380952380952381
hotmail.se,Sweden,752,14.0,0.0,0.0
live.se,Sweden,752,6.0,8.0,0.0761904761904762
outlook.com,Sweden,752,2.0,12.0,0.11428571428571428
passagen.se,Sweden,752,12.0,2.0,0.01904761904761905
spray.se,Sweden,752,4.0,10.0,0.09523809523809523
swipnet.se,Sweden,752,10.0,4.0,0.0380952380952381
tele2.se,Sweden,752,11.0,3.0,0.02857142857142857
telia.com,Sweden,752,3.0,11.0,0.10476190476190476
yahoo.se,Sweden,752,7.0,7.0,0.06666666666666667
bluewin.ch,Switzerland,756,1.0,13.0,0.12380952380952381
datacomm.ch,Switzerland,756,13.0,1.0,0.009523809523809525
freesurf.ch,Switzerland,756,12.0,2.0,0.01904761904761905
gmail.com,Switzerland,756,0.0,14.0,0.13333333333333333
gmx.ch,Switzerland,756,2.0,12.0,0.11428571428571428
greenmail.ch,Switzerland,756,14.0,0.0,0.0
hispeed.ch,Switzerland,756,6.0,8.0,0.0761904761904762
hotmail.com,Switzerland,756,3.0,11.0,0.10476190476190476
icloud.com,Switzerland,756,10.0,4.0,0.0380952380952381
outlook.com,Switzerland,756,4.0,10.0,0.09523809523809523
protonmail.com,Switzerland,756,9.0,5.0,0.047619047619047616
sunrise.ch,Switzerland,756,7.0,7.0,0.06666666666666667
swissonline.ch,Switzerland,756,5.0,9.0,0.08571428571428572
vtxmail.ch,Switzerland,756,11.0,3.0,0.02857142857142857
yahoo.com,Switzerland,756,8.0,6.0,0.05714285714285714
bigmir.net,Ukraine,804,4.0,10.0,0.09523809523809523
email.ua,Ukraine,804,13.0,1.0,0.009523809523809525
gmail.com,Ukraine,804,0.0,14.0,0.13333333333333333
hotmail.com,Ukraine,804,9.0,5.0,0.047619047619047616
i.ua,Ukraine,804,2.0,12.0,0.11428571428571428
inbox.ua,Ukraine,804,12.0,2.0,0.01904761904761905
mail.ru,Ukraine,804,5.0,9.0,0.08571428571428572
meta.ua,Ukraine,804,3.0,11.0,0.10476190476190476
online.ua,Ukraine,804,11.0,3.0,0.02857142857142857
outlook.com,Ukraine,804,7.0,7.0,0.06666666666666667
rambler.ru,Ukraine,804,10.0,4.0,0.0380952380952381
ukr.net,Ukraine,804,1.0,13.0,0.12380952380952381
ukrpost.ua,Ukraine,804,14.0,0.0,0.0
yahoo.com,Ukraine,804,8.0,6.0,0.05714285714285714
yandex.ua,Ukraine,804,6.0,8.0,0.0761904761904762
aol.com,United Kingdom,826,8.0,6.0,0.05714285714285714
blueyonder.co.uk,United Kingdom,826,13.0,1.0,0.009523809523809525
btinternet.com,United Kingdom,826,3.0,11.0,0.10476190476190476
gmail.com,United Kingdom,826,0.0,14.0,0.13333333333333333
hotmail.co.uk,United Kingdom,826,4.0,10.0,0.09523809523809523
icloud.com,United Kingdom,826,9.0,5.0,0.047619047619047616
live.co.uk,United Kingdom,826,10.0,4.0,0.0380952380952381
mail.com,United Kingdom,826,11.0,3.0,0.02857142857142857
ntlworld.com,United Kingdom,826,14.0,0.0,0.0
outlook.com,United Kingdom,826,1.0,13.0,0.12380952380952381
protonmail.com,United Kingdom,826,12.0,2.0,0.01904761904761905
sky.com,United Kingdom,826,5.0,9.0,0.08571428571428572
talktalk.net,United Kingdom,826,6.0,8.0,0.0761904761904762
virgin.net,United Kingdom,826,7.0,7.0,0.06666666666666667
yahoo.co.uk,United Kingdom,826,2.0,12.0,0.11428571428571428
alice.it,Vatican City,336,10.0,4.0,0.0380952380952381
aol.com,Vatican City,336,13.0,1.0,0.009523809523809525
fastwebnet.it,Vatican City,336,9.0,5.0,0.047619047619047616
gmail.com,Vatican City,336,0.0,14.0,0.13333333333333333
gmx.com,Vatican City,336,14.0,0.0,0.0
hotmail.com,Vatican City,336,3.0,11.0,0.10476190476190476
icloud.com,Vatican City,336,4.0,10.0,0.09523809523809523
libero.it,Vatican City,336,6.0,8.0,0.0761904761904762
live.com,Vatican City,336,12.0,2.0,0.01904761904761905
outlook.com,Vatican City,336,1.0,13.0,0.12380952380952381
protonmail.com,Vatican City,336,5.0,9.0,0.08571428571428572
tin.it,Vatican City,336,11.0,3.0,0.02857142857142857
tiscali.it,Vatican City,336,8.0,6.0,0.05714285714285714
virgilio.it,Vatican City,336,7.0,7.0,0.06666666666666667
yahoo.com,Vatican City,336,2.0,12.0,0.11428571428571428
