last_names,country,ISO numeric,rank,inverse_rank,probability
Haapala,Finland,246,49.0,71.0,0.00991598953312216
Haavisto,Finland,246,86.0,34.0,0.004820272689712161
Hakala,Finland,246,36.0,84.0,0.011706376532158105
Halonen,Finland,246,67.0,53.0,0.00743699214984162
Harju,Finland,246,63.0,57.0,0.007987880457237296
Heikkinen,Finland,246,6.0,114.0,0.015838038837625672
Heinonen,Finland,246,43.0,77.0,0.010742321994215672
Hietala,Finland,246,73.0,47.0,0.006610659688748106
Hietanen,Finland,246,101.0,19.0,0.002754441536978378
Hiltunen,Finland,246,29.0,91.0,0.012670431070100538
Holopainen,Finland,246,102.0,18.0,0.002616719460129459
HyvÃ¶nen,Finland,246,83.0,37.0,0.005233438920258918
HÃ¤mÃ¤lÃ¤inen,Finland,246,4.0,116.0,0.016113482991323508
Ikonen,Finland,246,103.0,17.0,0.00247899738328054
Jokinen,Finland,246,16.0,104.0,0.014460818069136483
JÃ¤rvinen,Finland,246,8.0,112.0,0.015562594683927834
JÃ¤Ã¤skelÃ¤inen,Finland,246,104.0,16.0,0.002341275306431621
Kallio,Finland,246,22.0,98.0,0.01363448560804297
Karjalainen,Finland,246,15.0,105.0,0.014598540145985401
Kauppinen,Finland,246,105.0,15.0,0.0022035532295827023
Kemppainen,Finland,246,91.0,29.0,0.0041316623054675665
Kettunen,Finland,246,51.0,69.0,0.009640545379424322
Kinnunen,Finland,246,33.0,87.0,0.012119542762704862
KivimÃ¤ki,Finland,246,106.0,14.0,0.0020658311527337833
Koivisto,Finland,246,107.0,13.0,0.0019281090758848643
Korhonen,Finland,246,1.0,119.0,0.016526649221870266
Koski,Finland,246,59.0,61.0,0.00853876876463297
Koskinen,Finland,246,7.0,113.0,0.015700316760776753
Kukkonen,Finland,246,108.0,12.0,0.0017903869990359455
Kuusisto,Finland,246,85.0,35.0,0.00495799476656108
KÃ¤rkkÃ¤inen,Finland,246,72.0,48.0,0.006748381765597025
Laaksonen,Finland,246,32.0,88.0,0.012257264839553781
Lahti,Finland,246,66.0,54.0,0.0075747142266905385
Lahtinen,Finland,246,19.0,101.0,0.014047651838589727
Laine,Finland,246,5.0,115.0,0.015975760914474592
Laitinen,Finland,246,13.0,107.0,0.01487398429968324
Lassila,Finland,246,78.0,42.0,0.005922049304503512
Laukkanen,Finland,246,77.0,43.0,0.006059771381352431
Laukkonen,Finland,246,109.0,11.0,0.0016526649221870265
Lehto,Finland,246,24.0,96.0,0.013359041454345131
Lehtonen,Finland,246,9.0,111.0,0.015424872607078914
Leinonen,Finland,246,76.0,44.0,0.006197493458201349
LeppÃ¤,Finland,246,79.0,41.0,0.005784327227654593
LeppÃ¤koski,Finland,246,110.0,10.0,0.0015149428453381077
LeppÃ¤nen,Finland,246,27.0,93.0,0.012945875223798375
Leskinen,Finland,246,92.0,28.0,0.003993940228618648
Lind,Finland,246,65.0,55.0,0.007712436303539457
LindstrÃ¶m,Finland,246,40.0,80.0,0.011155488224762429
Linna,Finland,246,93.0,27.0,0.0038562181517697285
Litmanen,Finland,246,87.0,33.0,0.004682550612863242
Lohikoski,Finland,246,81.0,39.0,0.005508883073956756
Luoma,Finland,246,58.0,62.0,0.00867649084148189
Manner,Finland,246,53.0,67.0,0.009365101225726483
Markkanen,Finland,246,45.0,75.0,0.010466877840517835
Mattila,Finland,246,17.0,103.0,0.014323095992287564
MerilÃ¤inen,Finland,246,88.0,32.0,0.004544828536014323
Miettinen,Finland,246,64.0,56.0,0.007850158380388376
Mikkonen,Finland,246,23.0,97.0,0.01349676353119405
Moisio,Finland,246,111.0,9.0,0.001377220768489189
Mustonen,Finland,246,50.0,70.0,0.00977826745627324
MyllymÃ¤ki,Finland,246,112.0,8.0,0.00123949869164027
MÃ¤kelÃ¤,Finland,246,44.0,76.0,0.010604599917366755
MÃ¤ki,Finland,246,60.0,60.0,0.008401046687784052
MÃ¤kinen,Finland,246,2.0,118.0,0.016388927145021347
MÃ¤ntylÃ¤,Finland,246,71.0,49.0,0.006886103842445944
Nevalainen,Finland,246,113.0,7.0,0.0011017766147913511
Niemi,Finland,246,18.0,102.0,0.014185373915438644
Nieminen,Finland,246,3.0,117.0,0.016251205068172427
Niskanen,Finland,246,48.0,72.0,0.010053711609971079
Nurmi,Finland,246,39.0,81.0,0.011293210301611348
Ojala,Finland,246,25.0,95.0,0.013221319377496212
Oksanen,Finland,246,61.0,59.0,0.008263324610935133
Paavola,Finland,246,94.0,26.0,0.00371849607492081
Parviainen,Finland,246,114.0,6.0,0.0009640545379424321
Peltonen,Finland,246,31.0,89.0,0.012394986916402699
Pesonen,Finland,246,42.0,78.0,0.010880044071064592
PitkÃ¤nen,Finland,246,30.0,90.0,0.012532708993251618
Pulkkinen,Finland,246,84.0,36.0,0.005095716843409998
Rajala,Finland,246,89.0,31.0,0.0044071064591654045
Ranta,Finland,246,57.0,63.0,0.008814212918330809
Rantala,Finland,246,69.0,51.0,0.007161547996143782
Rantanen,Finland,246,14.0,106.0,0.01473626222283432
Rautio,Finland,246,52.0,68.0,0.009502823302575403
Repo,Finland,246,46.0,74.0,0.010329155763668916
Rinne,Finland,246,37.0,83.0,0.011568654455309186
Rintala,Finland,246,115.0,5.0,0.0008263324610935132
Rissanen,Finland,246,82.0,38.0,0.005371160997107836
Ruotsalainen,Finland,246,95.0,25.0,0.003580773998071891
RÃ¤sÃ¤nen,Finland,246,35.0,85.0,0.011844098609007024
Saari,Finland,246,54.0,66.0,0.009227379148877566
Saarinen,Finland,246,10.0,110.0,0.015287150530229996
Salminen,Finland,246,80.0,40.0,0.005646605150805674
Salo,Finland,246,20.0,100.0,0.013909929761740807
Salonen,Finland,246,11.0,109.0,0.015149428453381077
Savolainen,Finland,246,28.0,92.0,0.012808153146949455
SeppÃ¤lÃ¤,Finland,246,38.0,82.0,0.011430932378460268
SeppÃ¤nen,Finland,246,68.0,52.0,0.0072992700729927005
Sihvonen,Finland,246,116.0,4.0,0.0006886103842445945
Soininen,Finland,246,96.0,24.0,0.003443051921222972
Suominen,Finland,246,117.0,3.0,0.0005508883073956756
Takala,Finland,246,97.0,23.0,0.003305329844374053
Tamminen,Finland,246,47.0,73.0,0.010191433686819996
Tiainen,Finland,246,74.0,46.0,0.006472937611899187
Tikkanen,Finland,246,118.0,2.0,0.0004131662305467566
Toivonen,Finland,246,26.0,94.0,0.013083597300647294
Tolvanen,Finland,246,90.0,30.0,0.004269384382316485
Tuominen,Finland,246,12.0,108.0,0.015011706376532158
Uusitalo,Finland,246,119.0,1.0,0.0002754441536978378
Valtonen,Finland,246,98.0,22.0,0.0031676077675251344
Vanhanen,Finland,246,56.0,64.0,0.008951934995179727
Vesa,Finland,246,120.0,0.0,0.0001377220768489189
Virolainen,Finland,246,62.0,58.0,0.008125602534086214
Virtanen,Finland,246,0.0,120.0,0.016664371298719186
Vuorinen,Finland,246,41.0,79.0,0.011017766147913511
VÃ¤isÃ¤nen,Finland,246,75.0,45.0,0.006335215535050269
WikstrÃ¶m,Finland,246,99.0,21.0,0.0030298856906762154
Adam,France,250,110.0,60.0,0.004196477710511833
Andre,France,250,22.0,148.0,0.010250412768299395
Antoine,France,250,140.0,30.0,0.0021326362135388
Arnaud,France,250,83.0,87.0,0.006053935057787562
Aubert,France,250,86.0,84.0,0.005847550908090258
Aubry,France,250,125.0,45.0,0.0031645569620253164
Barbier,France,250,73.0,97.0,0.006741882223445239
Barre,France,250,166.0,4.0,0.00034397358282883876
Barthelemy,France,250,143.0,27.0,0.001926252063841497
Benard,France,250,170.0,0.0,6.879471656576775e-05
Benoit,France,250,121.0,49.0,0.0034397358282883873
Berger,France,250,114.0,56.0,0.003921298844248761
Bernard,France,250,1.0,169.0,0.011695101816180517
Bertrand,France,250,16.0,154.0,0.010663181067694
Besson,France,250,159.0,11.0,0.000825536598789213
Blanc,France,250,34.0,136.0,0.009424876169510182
Blanchard,France,250,71.0,99.0,0.006879471656576775
Bonnet,France,250,27.0,143.0,0.009906439185470555
Bouchet,France,250,136.0,34.0,0.002407815079801871
Bourdon,France,250,156.0,14.0,0.0010319207484865162
Bourgeois,France,250,90.0,80.0,0.0055723720418271875
Boyer,France,250,54.0,116.0,0.008048981838194826
Breton,France,250,158.0,12.0,0.0008943313153549808
Brun,France,250,74.0,96.0,0.006673087506879472
Brunet,France,250,76.0,94.0,0.006535498073747936
Carlier,France,250,151.0,19.0,0.001375894331315355
Caron,France,250,85.0,85.0,0.0059163456246560265
Carpentier,France,250,119.0,51.0,0.003577325261419923
Charles,France,250,105.0,65.0,0.004540451293340671
Charpentier,France,250,135.0,35.0,0.0024766097963676388
Chevalier,France,250,48.0,122.0,0.008461750137589433
Clement,France,250,43.0,127.0,0.008805723720418272
Colin,France,250,79.0,91.0,0.006329113924050633
Collet,France,250,130.0,40.0,0.002820583379196478
Collin,France,250,155.0,15.0,0.001100715465052284
Cordier,France,250,144.0,26.0,0.0018574573472757293
Da Silva,France,250,102.0,68.0,0.004746835443037975
David,France,250,15.0,155.0,0.01073197578425977
Delaunay,France,250,149.0,21.0,0.0015134837644468905
Denis,France,250,55.0,115.0,0.007980187121629059
Deschamps,France,250,118.0,52.0,0.003646119977985691
Dubois,France,250,2.0,168.0,0.01162630709961475
Dufour,France,250,70.0,100.0,0.006948266373142543
Dumas,France,250,75.0,95.0,0.006604292790313704
Dumont,France,250,45.0,125.0,0.008668134287286737
Dupont,France,250,25.0,145.0,0.010044028618602091
Dupuis,France,250,99.0,71.0,0.0049532195927352776
Durand,France,250,7.0,163.0,0.011282333516785911
Duval,France,250,57.0,113.0,0.007842597688497523
Fabre,France,250,98.0,72.0,0.005022014309301046
Faure,France,250,32.0,138.0,0.009562465602641717
Fernandez,France,250,80.0,90.0,0.0062603192074848655
Fleury,France,250,117.0,53.0,0.0037149146945514586
Fontaine,France,250,47.0,123.0,0.0085305448541552
Fournier,France,250,19.0,151.0,0.010456796917996699
Francois,France,250,28.0,142.0,0.009837644468904788
Gaillard,France,250,94.0,76.0,0.005297193175564117
Garcia,France,250,14.0,156.0,0.010800770500825537
Garnier,France,250,31.0,139.0,0.009631260319207484
Gauthier,France,250,44.0,126.0,0.008736929003852504
Gautier,France,250,59.0,111.0,0.007705008255365988
Gerard,France,250,52.0,118.0,0.008186571271326363
Germain,France,250,157.0,13.0,0.0009631260319207485
Gilbert,France,250,147.0,23.0,0.001651073197578426
Girard,France,250,21.0,149.0,0.010319207484865162
Giraud,France,250,87.0,83.0,0.005778756191524491
Gonzalez,France,250,113.0,57.0,0.0039900935608145295
Grondin,France,250,154.0,16.0,0.0011695101816180517
Gros,France,250,169.0,1.0,0.0001375894331315355
Guerin,France,250,35.0,135.0,0.009356081452944413
Guillaume,France,250,109.0,61.0,0.0042652724270776
Guillot,France,250,106.0,64.0,0.004471656576774904
Henry,France,250,37.0,133.0,0.009218492019812879
Hoarau,France,250,141.0,29.0,0.0020638414969730325
Hubert,France,250,103.0,67.0,0.004678040726472207
Humbert,France,250,138.0,32.0,0.0022702256466703356
Jean,France,250,67.0,103.0,0.007154650522839846
Joly,France,250,58.0,112.0,0.007773802971931755
Julien,France,250,120.0,50.0,0.003508530544854155
Lacroix,France,250,97.0,73.0,0.005090809025866814
Lambert,France,250,26.0,144.0,0.009975233902036324
Lamy,France,250,148.0,22.0,0.0015822784810126582
Langlois,France,250,160.0,10.0,0.0007567418822234452
Laporte,France,250,152.0,18.0,0.0013070996147495873
Laurent,France,250,11.0,159.0,0.01100715465052284
Le Gall,France,250,108.0,62.0,0.0043340671436433685
Le Roux,France,250,127.0,43.0,0.003026967528893781
Leblanc,France,250,165.0,5.0,0.0004127682993946065
Lebrun,France,250,167.0,3.0,0.000275178866263071
Leclerc,France,250,88.0,82.0,0.005709961474958723
Leclercq,France,250,96.0,74.0,0.005159603742432581
Lecomte,France,250,115.0,55.0,0.003852504127682994
Lefebvre,France,250,12.0,158.0,0.010938359933957071
Lefevre,France,250,23.0,147.0,0.010181618051733628
Legrand,France,250,30.0,140.0,0.009700055035773253
Legros,France,250,134.0,36.0,0.002545404512933407
Lejeune,France,250,146.0,24.0,0.0017198679141441936
Lemaire,France,250,56.0,114.0,0.007911392405063292
Lemoine,France,250,92.0,78.0,0.005434782608695652
Leroux,France,250,78.0,92.0,0.006397908640616401
Leroy,France,250,8.0,162.0,0.011213538800220144
Leveque,France,250,163.0,7.0,0.000550357732526142
Lopez,France,250,46.0,124.0,0.008599339570720968
Louis,France,250,104.0,66.0,0.004609246009906439
Lucas,France,250,65.0,105.0,0.007292239955971382
Maillard,France,250,123.0,47.0,0.003302146395156852
Marchal,France,250,124.0,46.0,0.003233351678591084
Marchand,France,250,69.0,101.0,0.00701706108970831
Marechal,France,250,137.0,33.0,0.0023390203632361033
Marie,France,250,72.0,98.0,0.006810676940011007
Martin,France,250,0.0,170.0,0.011763896532746286
Martinez,France,250,29.0,141.0,0.00976884975233902
Masson,France,250,50.0,120.0,0.008324160704457897
Mathieu,France,250,42.0,128.0,0.008874518436984039
Menard,France,250,116.0,54.0,0.0037837094111172263
Mercier,France,250,24.0,146.0,0.010112823335167859
Meunier,France,250,66.0,104.0,0.007223445239405614
Meyer,France,250,64.0,106.0,0.007361034672537149
Michaud,France,250,153.0,17.0,0.0012383048981838194
Michel,France,250,13.0,157.0,0.010869565217391304
Moreau,France,250,9.0,161.0,0.011144744083654375
Morel,France,250,20.0,150.0,0.01038800220143093
Morin,France,250,41.0,129.0,0.008943313153549808
Moulin,France,250,112.0,58.0,0.004058888277380297
Muller,France,250,36.0,134.0,0.009287286736378646
Nguyen,France,250,53.0,117.0,0.008117776554760594
Nicolas,France,250,39.0,131.0,0.009080902586681342
Noel,France,250,63.0,107.0,0.007429829389102917
Olivier,France,250,100.0,70.0,0.00488442487616951
Paris,France,250,122.0,48.0,0.0033709411117226196
Pasquier,France,250,150.0,20.0,0.0014446890478811228
Payet,France,250,168.0,2.0,0.00020638414969730324
Pelletier,France,250,162.0,8.0,0.0006191524490919097
Perez,France,250,68.0,102.0,0.007085855806274078
Perrier,France,250,164.0,6.0,0.00048156301596037425
Perrin,France,250,40.0,130.0,0.009012107870115575
Perrot,France,250,142.0,28.0,0.0019950467804072647
Petit,France,250,6.0,164.0,0.011351128233351679
Philippe,France,250,95.0,75.0,0.005228398458998349
Picard,France,250,93.0,77.0,0.005365987892129885
Pichon,France,250,145.0,25.0,0.0017886626307099616
Pierre,France,250,81.0,89.0,0.006191524490919097
Poirier,France,250,133.0,37.0,0.0026141992294991746
Prevost,France,250,131.0,39.0,0.00275178866263071
Remy,France,250,161.0,9.0,0.0006879471656576775
Renard,France,250,82.0,88.0,0.00612272977435333
Renaud,France,250,91.0,79.0,0.00550357732526142
Renault,France,250,128.0,42.0,0.0029581728123280132
Rey,France,250,111.0,59.0,0.004127682993946065
Reynaud,France,250,139.0,31.0,0.002201430930104568
Richard,France,250,5.0,165.0,0.011419922949917446
Riviere,France,250,107.0,63.0,0.004402861860209136
Robert,France,250,4.0,166.0,0.011488717666483215
Robin,France,250,49.0,121.0,0.008392955421023666
Roche,France,250,61.0,109.0,0.007567418822234453
Rodriguez,France,250,101.0,69.0,0.004815630159603742
Roger,France,250,60.0,110.0,0.00763621353880022
Rolland,France,250,84.0,86.0,0.005985140341221794
Rousseau,France,250,33.0,137.0,0.00949367088607595
Roussel,France,250,38.0,132.0,0.009149697303247111
Roux,France,250,17.0,153.0,0.010594386351128233
Roy,France,250,62.0,108.0,0.0074986241056686845
Sanchez,France,250,51.0,119.0,0.00825536598789213
Sauvage,France,250,129.0,41.0,0.0028893780957622455
Schmitt,France,250,77.0,93.0,0.006466703357182168
Simon,France,250,10.0,160.0,0.011075949367088608
Tessier,France,250,132.0,38.0,0.0026829939460649424
Thomas,France,250,3.0,167.0,0.011557512383048982
Vasseur,France,250,126.0,44.0,0.0030957622454595487
Vidal,France,250,89.0,81.0,0.005641166758392956
Vincent,France,250,18.0,152.0,0.010525591634562466
Ackermann,Germany,276,135.0,25.0,0.0020184768263333593
Albrecht,Germany,276,62.0,98.0,0.007685738684884714
Arnold,Germany,276,96.0,64.0,0.005046192065833398
Barth,Germany,276,116.0,44.0,0.003493517584038506
Bauer,Germany,276,12.0,148.0,0.011567424889371944
Baumann,Germany,276,60.0,100.0,0.007841006133064203
Beck,Germany,276,58.0,102.0,0.007996273581243692
Becker,Germany,276,7.0,153.0,0.011955593509820665
Beckmann,Germany,276,100.0,60.0,0.00473565716947442
Berger,Germany,276,55.0,105.0,0.008229174753512926
Bergmann,Germany,276,92.0,68.0,0.005356726962192376
Bock,Germany,276,101.0,59.0,0.004658023445384675
Brand,Germany,276,147.0,13.0,0.0010868721372564241
Brandt,Germany,276,80.0,80.0,0.006288331651269311
Braun,Germany,276,20.0,140.0,0.010946355096653987
Brenner,Germany,276,124.0,36.0,0.0028724477913205496
Busch,Germany,276,91.0,69.0,0.005434360686282121
BÃ¶hm,Germany,276,66.0,94.0,0.0073752037885257355
Conrad,Germany,276,111.0,49.0,0.0038816862044872293
Decker,Germany,276,136.0,24.0,0.0019408431022436147
Dietrich,Germany,276,84.0,76.0,0.005977796754910333
Ebert,Germany,276,102.0,58.0,0.004580389721294931
Eckert,Germany,276,108.0,52.0,0.004114587376756463
Eder,Germany,276,117.0,43.0,0.0034158838599487617
Engel,Germany,276,89.0,71.0,0.00558962813446161
Ernst,Germany,276,118.0,42.0,0.0033382501358590173
Fischer,Germany,276,3.0,157.0,0.012266128406179645
Frank,Germany,276,54.0,106.0,0.00830680847760267
Franke,Germany,276,61.0,99.0,0.007763372408974459
Frey,Germany,276,113.0,47.0,0.00372641875630774
Friedrich,Germany,276,51.0,109.0,0.008539709649871904
Fuchs,Germany,276,41.0,119.0,0.00931604689076935
FÃ¶rster,Germany,276,133.0,27.0,0.0021737442745128482
Gebhardt,Germany,276,127.0,33.0,0.002639546619051316
Graf,Germany,276,83.0,77.0,0.006055430479000078
GroÃ,Germany,276,77.0,83.0,0.006521232823538545
GÃ¶tz,Germany,276,109.0,51.0,0.004036953652666719
GÃ¼nther,Germany,276,53.0,107.0,0.008384442201692415
Haas,Germany,276,81.0,79.0,0.006210697927179567
Hahn,Germany,276,48.0,112.0,0.008772610822141138
Hartmann,Germany,276,23.0,137.0,0.010713453924384752
Heim,Germany,276,148.0,12.0,0.0010092384131666797
Heinrich,Germany,276,79.0,81.0,0.006365965375359056
Henkel,Germany,276,137.0,23.0,0.00186320937815387
Herrmann,Germany,276,35.0,125.0,0.009781849235307817
Hesse,Germany,276,110.0,50.0,0.003959319928576974
Hoffmann,Germany,276,9.0,151.0,0.011800326061641176
Hofmann,Germany,276,22.0,138.0,0.010791087648474498
Horn,Germany,276,90.0,70.0,0.005511994410371866
Huber,Germany,276,39.0,121.0,0.00947131433894884
Jansen,Germany,276,134.0,26.0,0.002096110550423104
Jung,Germany,276,47.0,113.0,0.008850244546230882
JÃ¤ger,Germany,276,74.0,86.0,0.006754133995807779
Kaiser,Germany,276,40.0,120.0,0.009393680614859094
Keller,Germany,276,52.0,108.0,0.00846207592578216
Kern,Germany,276,115.0,45.0,0.003571151308128251
Klein,Germany,276,14.0,146.0,0.011412157441192453
Klose,Germany,276,138.0,22.0,0.0017855756540641255
Koch,Germany,276,11.0,149.0,0.011645058613461687
Kohl,Germany,276,149.0,11.0,0.000931604689076935
Kraus,Germany,276,68.0,92.0,0.0072199363403462466
Krause,Germany,276,28.0,132.0,0.01032528530393603
KrÃ¤mer,Germany,276,71.0,89.0,0.006987035168077012
KrÃ¼ger,Germany,276,21.0,139.0,0.010868721372564241
Kuhn,Germany,276,86.0,74.0,0.005822529306730844
Kunz,Germany,276,131.0,29.0,0.0023290117226923376
KÃ¶hler,Germany,276,34.0,126.0,0.009859482959397562
KÃ¶nig,Germany,276,36.0,124.0,0.009704215511218073
KÃ¶rner,Germany,276,129.0,31.0,0.002484279170871827
KÃ¼hn,Germany,276,87.0,73.0,0.005744895582641099
Lang,Germany,276,43.0,117.0,0.009160779442589861
Lange,Germany,276,24.0,136.0,0.010635820200295009
Lehmann,Germany,276,30.0,130.0,0.01017001785575654
Lemke,Germany,276,130.0,30.0,0.002406645446782082
Lenz,Germany,276,103.0,57.0,0.004502755997205186
Lindner,Germany,276,114.0,46.0,0.0036487850322179955
Lorenz,Germany,276,59.0,101.0,0.007918639857153948
Ludwig,Germany,276,65.0,95.0,0.00745283751261548
Maier,Germany,276,33.0,127.0,0.009937116683487308
Martens,Germany,276,139.0,21.0,0.0017079419299743809
Martin,Germany,276,69.0,91.0,0.007142302616256502
Mayer,Germany,276,38.0,122.0,0.009548948063038585
Meier,Germany,276,29.0,131.0,0.010247651579846286
Meyer,Germany,276,5.0,155.0,0.012110860958000156
Mohr,Germany,276,132.0,28.0,0.002251377998602593
MÃ¶ller,Germany,276,45.0,115.0,0.009005511994410373
MÃ¼ller,Germany,276,0.0,160.0,0.012499029578448877
Nagel,Germany,276,150.0,10.0,0.0008539709649871904
Neumann,Germany,276,17.0,143.0,0.01117925626892322
Nowak,Germany,276,106.0,54.0,0.004269854824935952
Otto,Germany,276,75.0,85.0,0.0066765002717180345
Peters,Germany,276,42.0,118.0,0.009238413166679605
Pfeiffer,Germany,276,98.0,62.0,0.0048909246176539085
Pohl,Germany,276,88.0,72.0,0.005667261858551355
Rademacher,Germany,276,119.0,41.0,0.0032606164117692724
Reimann,Germany,276,107.0,53.0,0.004192221100846208
Reuter,Germany,276,151.0,9.0,0.0007763372408974459
Richter,Germany,276,13.0,147.0,0.011489791165282199
Riedel,Germany,276,112.0,48.0,0.003804052480397485
Ritter,Germany,276,99.0,61.0,0.004813290893564164
Roth,Germany,276,57.0,103.0,0.008073907305333437
Runge,Germany,276,140.0,20.0,0.0016303082058846362
RÃ¶mer,Germany,276,152.0,8.0,0.0006987035168077013
Sachs,Germany,276,153.0,7.0,0.0006210697927179567
Sauer,Germany,276,95.0,65.0,0.005123825789923143
Schiller,Germany,276,128.0,32.0,0.0025619128949615714
Schindler,Germany,276,141.0,19.0,0.0015526744817948917
Schmid,Germany,276,31.0,129.0,0.010092384131666797
Schmidt,Germany,276,1.0,159.0,0.012421395854359134
Schmitt,Germany,276,25.0,135.0,0.010558186476205263
Schmitz,Germany,276,27.0,133.0,0.010402919028025774
Schneider,Germany,276,2.0,158.0,0.012343762130269388
Scholz,Germany,276,44.0,116.0,0.009083145718500116
Schramm,Germany,276,154.0,6.0,0.0005434360686282121
Schreiber,Germany,276,82.0,78.0,0.0061330642030898224
SchrÃ¶der,Germany,276,16.0,144.0,0.011256889993012964
Schubert,Germany,276,49.0,111.0,0.008694977098051393
Schulz,Germany,276,8.0,152.0,0.011877959785730922
Schulze,Germany,276,32.0,128.0,0.010014750407577051
Schumacher,Germany,276,70.0,90.0,0.007064668892166758
Schumann,Germany,276,104.0,56.0,0.004425122273115441
Schuster,Germany,276,63.0,97.0,0.00760810496079497
Schwarz,Germany,276,18.0,142.0,0.011101622544833475
SchÃ¤fer,Germany,276,10.0,150.0,0.011722692337551433
Seeger,Germany,276,155.0,5.0,0.0004658023445384675
Seidel,Germany,276,78.0,82.0,0.0064435990994488
Seifert,Germany,276,120.0,40.0,0.003182982687679528
Siebert,Germany,276,125.0,35.0,0.002794814067230805
Simon,Germany,276,64.0,96.0,0.007530471236705224
Sommer,Germany,276,76.0,84.0,0.00659886654762829
Stadler,Germany,276,142.0,18.0,0.001475040757705147
Stahl,Germany,276,121.0,39.0,0.0031053489635897834
Stark,Germany,276,156.0,4.0,0.00038816862044872293
Stein,Germany,276,73.0,87.0,0.006831767719897523
Steiner,Germany,276,105.0,55.0,0.0043474885490256965
Sturm,Germany,276,157.0,3.0,0.00031053489635897837
Thiel,Germany,276,122.0,38.0,0.003027715239500039
Thiele,Germany,276,158.0,2.0,0.00023290117226923375
Thomas,Germany,276,93.0,67.0,0.005279093238102632
Ullrich,Germany,276,126.0,34.0,0.0027171803431410603
Vetter,Germany,276,159.0,1.0,0.00015526744817948918
Vogel,Germany,276,50.0,110.0,0.00861734337396165
Vogt,Germany,276,72.0,88.0,0.006909401443987268
Voigt,Germany,276,94.0,66.0,0.005201459514012887
Voss,Germany,276,143.0,17.0,0.0013974070336154026
Wagner,Germany,276,6.0,154.0,0.01203322723391041
Walter,Germany,276,37.0,123.0,0.009626581787128328
Weber,Germany,276,4.0,156.0,0.0121884946820899
Wegner,Germany,276,144.0,16.0,0.001319773309525658
WeiÃ,Germany,276,46.0,114.0,0.008927878270320627
Wenzel,Germany,276,123.0,37.0,0.002950081515410294
Werner,Germany,276,26.0,134.0,0.01048055275211552
Winkler,Germany,276,56.0,104.0,0.008151541029423181
Winter,Germany,276,67.0,93.0,0.007297570064435991
Wirth,Germany,276,160.0,0.0,7.763372408974459e-05
Witt,Germany,276,145.0,15.0,0.0012421395854359135
Wolf,Germany,276,15.0,145.0,0.01133452371710271
Wolff,Germany,276,97.0,63.0,0.004968558341743654
Ziegler,Germany,276,85.0,75.0,0.005900163030820588
Zimmer,Germany,276,146.0,14.0,0.0011645058613461688
Zimmermann,Germany,276,19.0,141.0,0.011023988820743732
Aguilar,Gibraltar,292,36.0,21.0,0.013301088270858524
Alvarez,Gibraltar,292,11.0,46.0,0.028415961305925032
Blanco,Gibraltar,292,50.0,7.0,0.0048367593712212815
Cabrera,Gibraltar,292,43.0,14.0,0.009068923821039904
Campos,Gibraltar,292,33.0,24.0,0.015114873035066506
Carrillo,Gibraltar,292,54.0,3.0,0.0024183796856106408
Castillo,Gibraltar,292,15.0,42.0,0.02599758162031439
Castro,Gibraltar,292,27.0,30.0,0.018742442563482467
Cortez,Gibraltar,292,56.0,1.0,0.0012091898428053204
Cruz,Gibraltar,292,20.0,37.0,0.022974607013301087
Delgado,Gibraltar,292,37.0,20.0,0.012696493349455865
Diaz,Gibraltar,292,17.0,40.0,0.024788391777509067
Dominguez,Gibraltar,292,48.0,9.0,0.006045949214026602
Fernandez,Gibraltar,292,10.0,47.0,0.02902055622732769
Flores,Gibraltar,292,23.0,34.0,0.021160822249093107
Fuentes,Gibraltar,292,52.0,5.0,0.0036275695284159614
Gallardo,Gibraltar,292,53.0,4.0,0.003022974607013301
Garcia,Gibraltar,292,0.0,57.0,0.03506650544135429
Gomez,Gibraltar,292,4.0,53.0,0.032648125755743655
Guerrero,Gibraltar,292,30.0,27.0,0.016928657799274487
Guzman,Gibraltar,292,40.0,17.0,0.010882708585247884
Hernandez,Gibraltar,292,5.0,52.0,0.03204353083434099
Herrera,Gibraltar,292,35.0,22.0,0.013905683192261185
Iglesias,Gibraltar,292,47.0,10.0,0.006650544135429262
Jimenez,Gibraltar,292,12.0,45.0,0.02781136638452237
Lopez,Gibraltar,292,3.0,54.0,0.03325272067714631
Marquez,Gibraltar,292,51.0,6.0,0.004232164449818622
Martinez,Gibraltar,292,1.0,56.0,0.034461910519951636
Medina,Gibraltar,292,31.0,26.0,0.016324062877871828
Mendez,Gibraltar,292,22.0,35.0,0.02176541717049577
Mendoza,Gibraltar,292,42.0,15.0,0.009673518742442563
Molina,Gibraltar,292,25.0,32.0,0.01995163240628779
Morales,Gibraltar,292,38.0,19.0,0.012091898428053204
Moreno,Gibraltar,292,13.0,44.0,0.02720677146311971
Navarro,Gibraltar,292,29.0,28.0,0.017533252720677146
Nunez,Gibraltar,292,44.0,13.0,0.008464328899637243
Ortiz,Gibraltar,292,28.0,29.0,0.018137847642079808
Paredes,Gibraltar,292,46.0,11.0,0.007255139056831923
Pena,Gibraltar,292,55.0,2.0,0.0018137847642079807
Perez,Gibraltar,292,6.0,51.0,0.03143893591293833
Ramirez,Gibraltar,292,8.0,49.0,0.030229746070133012
Ramos,Gibraltar,292,21.0,36.0,0.022370012091898428
Reyes,Gibraltar,292,19.0,38.0,0.02357920193470375
